sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
436,Liệu họ có thể lưu lại toàn bộ thông tin của chúng ta không ?,Họ có thể thực sự có thể thực sự có thể lưu trữ được thông tin về chúng ta không ?,liệu chúng có thể lưu trữ tất cả những thông tin này về chúng ta?,50.834453892100825,41.593500283033116,9.24095360906771,TensorFlow NMT
437,Mỗi khi chúng ta sử dụng điện thoại di động của mình ?,Mỗi lần tôi dùng điện thoại di động của mình ?,mỗi lần tôi sử dụng điện thoại di động của mình?,61.49525932763895,72.31174680277756,-10.816487475138615,PyTorch Transformer
438,"Do đó tôi đã yêu cầu nhà mạng mình sử dụng , Deutsche Telekom , nhà cung cấp dịch vụ viễn thông lớn nhất của Đức tại thời điểm đó , và tôi đã yêu cầu họ , làm ơn , hãy gửi cho tôi toàn bộ thông tin của tôi mà họ đã lưu trữ .","Tôi hỏi công ty điện thoại của tôi , những người đã làm được điều đó trong thời gian mà công ty điện thoại lớn nhất ở Đức , và tôi hỏi họ , xin mời tôi tất cả các thông tin mà bạn có","vì thế tôi hỏi công ty điện thoại của mình, mọi thứ ở thời điểm đó, công ty điện thoại lớn nhất ở đức, và tôi hỏi họ, làm ơn, gửi cho tôi tất cả thông tin mà bạn đã lưu trữ.",25.164519204688556,36.883492493243544,-11.718973288554988,PyTorch Transformer
439,"Tôi đã yêu cầu họ hãy gửi cho tôi chỉ một lần thôi , và tôi đã tiếp tục yêu cầu , nhưng cái mà tôi nhận được chỉ là một câu trả lời không rõ ràng . Blah blah blah .","Tôi hỏi họ một lần , tôi hỏi họ một lần nữa , và tôi không có câu trả lời thực sự . Nó chỉ là một câu trả lời .","và tôi hỏi họ một lần, và tôi hỏi họ một lần nữa, và tôi không có câu trả lời thực sự nào cả. đó chỉ là câu trả lời.",29.593709152500374,26.257484834251954,3.3362243182484193,TensorFlow NMT
440,"Nhưng sau đó tôi đã nói , tôi muốn có được những thông tin này , bởi vì họ đang lưu trữ cuộc sống của tôi .","Nhưng sau đó tôi nói , tôi muốn có thông tin này , vì đây là cuộc đời của tôi .","nhưng sau đó tôi nói, tôi muốn có được thông tin này, bởi vì đây là cuộc sống của tôi chúng ta chúng ta đang ẩn dụ.",52.85193649824206,68.47615365398778,-15.624217155745718,PyTorch Transformer
441,"Và tôi đã quyết định sẽ gửi đơn kiện tới toà án , bởi lẽ tôi muốn có được những thông tin này .","Vì vậy , tôi quyết định bắt đầu một vụ kiện chống lại chúng , vì tôi muốn có được thông tin này .","vì thế tôi quyết định bắt đầu một vụ kiện chống lại họ, bởi vì tôi muốn có thông tin này.",44.107441806177206,41.57470070002338,2.5327411061538285,TensorFlow NMT
442,"Nhưng Deutsche Telekom đã nói , không , chúng tôi sẽ không cung cấp cho bạn những thông tin này .","Nhưng sự tiến bộ đã nói , không , chúng ta không thể đưa ra thông tin này .","tuy nhiên, những câu nói thế này, không, chúng tôi sẽ không cho bạn thông tin này.",46.04393412769634,55.571911956387886,-9.527977828691547,PyTorch Transformer
443,"Và cuối cùng , tôi đã có một thoả thuận với họ .","Vì vậy , cuối cùng , tôi có một sự chính phủ với họ .","và cuối cùng, tôi đã có một khu định cư với họ.",49.76152312851232,70.37472283384372,-20.613199705331397,PyTorch Transformer
444,"Tôi sẽ huỷ đơn kiện , và họ sẽ cung cấp cho tôi những thông tin tôi yêu cầu .",Tôi sẽ đặt ra những vụ kiện và họ sẽ gửi cho tôi những thông tin mà tôi hỏi .,tôi sẽ đưa vào vụ kiện và họ sẽ gửi cho tôi tất cả những thông tin mà tôi yêu cầu.,47.965534872477235,54.326020443119006,-6.360485570641771,PyTorch Transformer
445,"Bởi vì tại thời điểm đó , toà án hiến pháp liên bang đã quy định rằng chỉ thị của Uỷ ban châu Âu này không có hiệu lực trong hệ thống hiến pháp của nước Đức","Bởi vì trong khi đó là thời gian , người Đức đã từng định mệnh rằng thực hiện điều này là sự kiện của người dân địa phương ở Đức chính trị .","bởi vì vào thời điểm đó, toà án hiến pháp đức quyết định thực hành trình của tập trung châu âu này vào luật pháp đức bị vi phạm.",23.143093711421706,37.759856143704496,-14.61676243228279,PyTorch Transformer
446,Do đó tôi đã nhận được chiếc phong bì màu nâu xấu xí này với một chiếc đĩa CD ở bên trong .,"Vì vậy , tôi đã có một phong trào xanh xấu xí với một chiếc máy bay trong đó .",vì vậy tôi có một phong bì màu nâu xấu xí với một chiếc đĩa.,32.72907278671976,46.765007703392556,-14.035934916672794,PyTorch Transformer
447,"Và trên chiếc đĩa CD , cái tôi cần đã được ghi trên đó .","Và trên chiếc máy bay , đây là .","và trên chiếc xe ô tô, cái này đang diễn ra.",25.737321560804727,31.49175884215788,-5.754437281353152,PyTorch Transformer
448,35830 dãy các thông tin .,Một nghìn người trong số mỗi người thông tin .,ba mươi ngàn tám mươi ba mươi ba mươi ba dòng thông tin.,32.80132515576535,31.27627131345606,1.525053842309287,TensorFlow NMT
449,"Đầu tiên tôi nhìn nó , và nói , được rồi . Nó là một file dữ liệu lớn . Tốt .","Đầu tiên tôi thấy nó , và tôi nói , vậy , đó là một sự đa dạng lớn . Được rồi .","đầu tiên tôi nhìn thấy nó, và tôi nói, được rồi, đó là một tập tin khổng lồ. ok.",46.79528327431291,50.98519967193638,-4.18991639762347,PyTorch Transformer
450,"Nhưng sau đó tôi đã nhận ra , đây là toàn bộ cuộc sống của mình .","Nhưng sau đó , sau khi tôi nhận ra , đây là cuộc đời của tôi .","nhưng sau một thời gian tôi nhận ra, đây là cuộc sống của tôi.",48.19207121790588,55.199514554587616,-7.007443336681739,PyTorch Transformer
451,"Đây là cuộc sống trong sáu tháng của tôi , đã được ghi lại toàn bộ trong tệp dữ liệu này .","Đây là 6 tháng của cuộc đời tôi , vào đó .","đây là 6 tháng của cuộc đời tôi, vào tập tin này.",22.61139633439123,25.993010888778183,-3.381614554386953,PyTorch Transformer
452,"Sau đó tôi có băn khoăn một chút , nên làm gì với nó đây ?","Vậy nên tôi có một chút tin tức , nên tôi làm gì với nó ?","tôi đã hơi hoài nghi một chút, tôi nên làm gì với nó?",44.382534717738665,46.24240642630254,-1.8598717085638725,PyTorch Transformer
453,"Bởi vì tôi có thể thấy những nơi tôi đã đến đó , nơi tôi ngủ mỗi đêm , những việc tôi đã làm .","Bởi vì bạn có thể thấy nơi tôi đang ở đâu , nơi tôi đang làm gì .","bởi vì bạn có thể thấy tôi đang ở đâu, nơi tôi ngủ vào ban đêm, những gì tôi đang làm.",35.71053316347165,46.16241308673833,-10.45187992326668,PyTorch Transformer
454,"Nhưng sau đó tôi đã nói , tôi muốn công khai những thông tin này .","Nhưng sau đó tôi nói , tôi muốn đi ra với thông tin này .","nhưng sau đó tôi nói, tôi muốn đi ra ngoài với thông tin này.",63.44962600479174,63.0155687135195,0.43405729127223935,TensorFlow NMT
455,Tôi muốn nó được biết đến bởi công chúng .,Tôi muốn làm cho họ công cộng .,tôi muốn biến chúng thành công.,28.158261804823137,35.466525804568214,-7.308263999745076,PyTorch Transformer
456,Bởi lẽ tôi muốn cho mọi người thấy sự bảo lưu dữ liệu thật sự là như thế nào .,Bởi vì tôi muốn cho các bạn xem những gì có thể nhận được là gì .,bởi vì tôi muốn cho các bạn thấy những gì mà những dữ liệu ghi nhớ có nghĩa là gì.,21.438595060223435,29.40029655376489,-7.9617014935414545,PyTorch Transformer
457,"Do vậy đối với Zeit Online và Open Data City , tôi cũng làm điều tương tự .","Vì vậy , với cùng với những người thuộc về những bản chất và mở thành phố .","vì vậy cùng với những chiếc mạng trực tuyến và những dữ liệu mở của thành phố, tôi đã làm điều này.",13.231264223777833,23.375865880778925,-10.144601657001092,PyTorch Transformer
458,Đây là những hình ảnh trực quan về cuộc sống trong sáu tháng đã được ghi lại của tôi .,Đây là một biểu tượng của 6 tháng của tôi .,đây là một hình minh hoạ của 6 tháng của cuộc đời tôi.,21.380385092848737,22.702487153609002,-1.3221020607602654,PyTorch Transformer
459,"Bạn có thể phóng to hoặc thu nhỏ nó , bạn cũng có thể tua ngược trở lại hoặc nhanh hơn về phía trước .","Bạn có thể phóng to và rộng lên , bạn có thể có thể dùng được và nhanh chóng .","bạn có thể phóng to và phóng to, bạn có thể gió lại và nhanh hơn.",33.81134814191557,38.22052497390481,-4.409176831989235,PyTorch Transformer
460,Bạn có thể thấy từng bước đi của tôi .,Bạn có thể thấy mỗi bước .,các bạn có thể thấy từng bước tôi đi.,46.76391373265449,72.88210584115757,-26.11819210850308,PyTorch Transformer
461,"Bạn thậm chí có thể biết được tôi tới Frankfurt bằng tàu hoả tới Cologne như thế nào , và cả tần suất tôi gọi điện liên lạc giữa hai địa điểm đó .","Và bạn thậm chí có thể thấy cách tôi đi từ những người làm thế nào để đào tạo , và cách mà tôi gọi là điều gì trong giữa .","và bạn thậm chí có thể nhìn thấy cách tôi đi từ huấn luyện người hoa kỳ đến nước mỹ, và tôi thường gọi như thế nào là ở giữa.",30.306818725281342,30.817475893888663,-0.5106571686073202,PyTorch Transformer
462,Tất cả đều có thể với những thông tin này .,Tất cả những thứ này có thể là với thông tin này .,tất cả những thông tin này đều có thể xảy ra với thông tin này.,62.59698999967954,71.5025619340731,-8.905571934393556,PyTorch Transformer
463,Tôi đã có một chút sợ hãi .,Đó là một chút hơi đáng sợ .,đó là một điều đáng sợ.,32.208008290853336,13.27384453104499,18.934163759808346,TensorFlow NMT
464,Nhưng những thông tin đó không chỉ nói về tôi .,Nhưng không chỉ là chỉ về tôi .,nhưng điều đó không chỉ là về tôi.,38.03165954053075,44.43619067031449,-6.4045311297837415,PyTorch Transformer
465,Nó là thông tin về tất cả chúng ta .,Nó là về tất cả chúng ta .,đó là về tất cả chúng ta.,65.01697641724161,60.16475989712231,4.852216520119299,TensorFlow NMT
466,"Đầu tiên , nó chỉ giống như thế này , tôi gọi cho vợ tôi và cô ấy cũng gọi cho tôi , chúng tôi nói chuyện với nhau vài ba lần .","Đầu tiên , nó chỉ là như thế , tôi gọi là vợ tôi và bà ấy gọi tôi , và chúng tôi nói với tôi , và chúng tôi nói với nhau .","đầu tiên, nó chỉ giống như, tôi gọi vợ tôi và cô ấy gọi cho tôi, và chúng tôi nói chuyện với nhau một vài lần.",48.2262043670023,71.62470593776052,-23.39850157075822,PyTorch Transformer
